Date,Weekday,Daypart,OWNER,Station,Time Played,Artist,Title,Rel. Date,GRC,genre,ensemble,gender,race,b2b_gender
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,10:33 am,RASCAL FLATTS,Life Is A Highway,2006,G,c-,trio,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,10:37 am,"TENPENNY, MITCHELL",Truth About You,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,10:40 am,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,10:43 am,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,X
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,10:47 am,"DAN + SHAY/BIEBER, JUSTIN","10,000 Hours",2019,G,c-,collab,men,multiethnic,X
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,10:50 am,"SCOTT, DYLAN",New Truck,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,10:52 am,"BRICE, LEE",Memory I Don't Mess With,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,10:56 am,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,X
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,11:00 am,"LYNCH, DUSTIN",Ridin' Roads,2019,G,c-,solo,men,white,X
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,11:03 am,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,11:07 am,"DICKERSON, RUSSELL",Love You Like I Used To,2020,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,11:10 am,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,X
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,11:13 am,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,B2Bwomen
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,11:17 am,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,X
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,11:20 am,"COMBS, LUKE",Beautiful Crazy,2017,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,11:23 am,"HOUSER, RANDY",Note To Self,2022,C,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,11:29 am,"BRYAN, LUKE",Country On,2022,C,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,11:32 am,"RHETT, THOMAS",Slow Down Summer,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,11:36 am,"BROWN, KANE",Homesick,2018,G,c-,solo,men,multiethnic,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,11:39 am,"WALLEN, MORGAN",Chasin' You,2018,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,11:42 am,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,11:45 am,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,11:47 am,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,11:51 am,"RAY, MICHAEL",Whiskey And Rain,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,11:54 am,"UNDERWOOD, CARRIE",Ghost Story,2022,R,c-,solo,women,white,X
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,12:03 pm,"HUNT, SAM",Take Your Time,2014,G,c-,solo,men,white,X
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,12:07 pm,"WILSON, LAINEY",Things A Man Oughta Know,2019,R,c-,solo,women,white,X
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,12:10 pm,"LYNCH, DUSTIN",Thinking 'Bout You f/M. Porter,2020,R,c-,solo,men,white,X
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,12:13 pm,"PARDI, JON",Dirt On My Boots,2016,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,12:17 pm,"BROWN, KANE",Like I Love Country Music,2022,R,c-,solo,men,multiethnic,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,12:20 pm,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,12:33 pm,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,12:36 pm,"RHETT, THOMAS",Half Of Me f/Riley Green,2022,C,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,12:39 pm,"COMBS, LUKE",She Got The Best Of Me,2018,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,12:43 pm,PARMALEE,Take My Name,2021,R,c-,group,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,12:45 pm,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,12:49 pm,"UNDERWOOD, CARRIE",Undo It,2009,G,c-,solo,women,white,X
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,12:52 pm,"WALLEN, MORGAN",You Proof,2022,R,c-,solo,men,white,X
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,1:01 pm,"ALDEAN, JASON",Blame It On You,2019,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,1:04 pm,"COMBS, LUKE",The Kind Of Love We Make,2022,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,1:08 pm,"HUNT, SAM",Body Like A Back Road,2017,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,1:10 pm,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,1:14 pm,"HAYES, WALKER",AA,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,1:17 pm,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,1:20 pm,"BENTLEY, DIERKS",Gone,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,1:24 pm,"SWINDELL, COLE",She Had Me At Heads Carolina,2022,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,1:29 pm,JELLY ROLL,Son Of A Sinner,2021,C,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,1:32 pm,"MOON, NIKO",Good Time,2019,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,1:36 pm,"DAVIS, JORDAN",Buy Dirt f/Luke Bryan,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,1:39 pm,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,1:42 pm,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,1:46 pm,"WALLEN, MORGAN",Whiskey Glasses,2016,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,1:49 pm,"YOUNG, CHRIS",At The End Of A Bar w/Tenpenny,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,1:52 pm,"HUNT, SAM",23,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,2:02 pm,"CHESNEY, KENNY/UNCLE KRACKER",When The Sun Goes Down,2004,G,c-,collab,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,2:05 pm,"WALLEN, MORGAN",7 Summers,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,2:08 pm,"LYNCH, DUSTIN",Thinking 'Bout You f/M. Porter,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,2:11 pm,RASCAL FLATTS,What Hurts The Most,2005,G,c-,trio,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,2:15 pm,"HUBBARD, TYLER",5 Foot 9,2022,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,2:18 pm,PARMALEE,Take My Name,2021,R,c-,group,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,2:20 pm,"SWINDELL, COLE/WILSON, LAINEY",Never Say Never,2021,R,c-,collab,male-female,white,X
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,2:32 pm,ZAC BROWN BAND,Out In The Middle,2021,C,c-,group,men,white,X
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,2:35 pm,"COMBS, LUKE",Better Together,2019,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,2:38 pm,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,X
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,2:41 pm,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,X
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,2:44 pm,ELI YOUNG BAND,Even If It Breaks Your Heart,2011,G,c-,group,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,2:48 pm,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,2:51 pm,"BROWN, KANE",What Ifs f/Lauren Alaina,2016,G,c-,solo,men,multiethnic,B2Bman
29/7/2022,"Friday, regular",MID,Cumulus,WKDF-FM,2:59 pm,"COMBS, LUKE",When It Rains It Pours,2017,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,3:03 pm,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,3:05 pm,"HAYES, WALKER",Fancy Like,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,3:08 pm,"PARDI, JON",Last Night Lonely,2022,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,3:11 pm,"PEARCE, CARLY/MCBRYDE, ASHLEY",Never Wanted To Be That Girl,2021,R,c-,collab,women,white,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,3:15 pm,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,3:18 pm,"ALDEAN, JASON",She's Country,2008,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,3:22 pm,"DEAN, JACKSON",Don't Come Lookin',2021,C,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,3:26 pm,"KING, ELLE",Worth A Shot f/Dierks Bentley,2022,C,c-,solo,women,white,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,3:30 pm,"RICE, CHASE",Eyes On You,2017,G,c-,solo,men,white,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,3:32 pm,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,3:36 pm,"CHURCH, ERIC",Springsteen,2011,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,3:39 pm,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,3:42 pm,"SHELTON, BLAKE",Honey Bee,2011,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,3:45 pm,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,3:49 pm,"HOUSER, RANDY",Note To Self,2022,C,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,3:52 pm,"MORRIS, MAREN",Circles Around This Town,2022,R,c-,solo,women,white,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,3:57 pm,"STAPLETON, CHRIS",Tennessee Whiskey,2015,G,c-,solo,men,white,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,4:01 pm,"LYNCH, DUSTIN",Thinking 'Bout You f/M. Porter,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,4:04 pm,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,4:07 pm,"SCOTT, DYLAN",New Truck,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,4:09 pm,"COMBS, LUKE",Forever After All,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,4:13 pm,PARMALEE,Take My Name,2021,R,c-,group,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,4:16 pm,OLD DOMINION,Song For Another Time,2015,G,c-,group,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,4:19 pm,"ANDRESS, INGRID",Wishful Drinking w/Sam Hunt,2021,R,c-,solo,women,white,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,4:22 pm,"STELL, MATT",Everywhere But On,2019,G,c-,solo,men,white,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,4:26 pm,"WALLEN, MORGAN",You Proof,2022,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,4:29 pm,"BARRETT, GABBY",The Good Ones,2019,R,c-,solo,women,white,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,4:32 pm,"ALDEAN, JASON/UNDERWOOD, CARRIE",If I Didn't Love You,2021,R,c-,collab,male-female,white,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,4:36 pm,"SHELTON, BLAKE",God's Country,2019,G,c-,solo,men,white,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,4:39 pm,"YOUNG, CHRIS",At The End Of A Bar w/Tenpenny,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,4:42 pm,"RODGERS, JAMESON",Cold Beer Calling...f/L. Combs,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,4:46 pm,"HURD, RYAN/MORRIS, MAREN",Chasing After You,2021,R,c-,collab,male-female,white,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,4:49 pm,"RUCKER, DARIUS",Alright,2008,G,c-,solo,men,black,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,4:53 pm,"KING, ELLE/LAMBERT, MIRANDA",Drunk (And I Don't Wanna Go..),2021,R,c-,collab,women,white,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,5:01 pm,ZAC BROWN BAND,Same Boat,2021,R,c-,group,men,white,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,5:05 pm,OLD DOMINION,Hotel Key,2017,G,c-,group,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,5:07 pm,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,5:11 pm,"HUNT, SAM",Break Up In A Small Town,2014,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,5:15 pm,"DAVIS, JORDAN",Buy Dirt f/Luke Bryan,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,5:18 pm,RASCAL FLATTS,Bless The Broken Road,2004,G,c-,trio,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,5:21 pm,"BROWN, KANE",Like I Love Country Music,2022,R,c-,solo,men,multiethnic,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,5:34 pm,"RHETT, THOMAS",Half Of Me f/Riley Green,2022,C,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,5:36 pm,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,5:40 pm,"RICE, CHASE/FLORIDA GEORGIA LINE",Drinkin' Beer Talkin' God Amen,2020,R,c-,collab,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,5:43 pm,"LAMBERT, MIRANDA",Bluebird,2019,G,c-,solo,women,white,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,5:46 pm,"ALDEAN, JASON",Trouble With A Heartbreak,2022,R,c-,solo,men,white,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,5:49 pm,"UNDERWOOD, CARRIE",Ghost Story,2022,R,c-,solo,women,white,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,5:52 pm,ZAC BROWN BAND,Jump Right In,2012,G,c-,group,men,white,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,6:02 pm,"CURRINGTON, BILLY",Good Directions,2005,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,6:06 pm,"LYNCH, DUSTIN",Thinking 'Bout You f/M. Porter,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,6:08 pm,"BRYAN, LUKE",Waves,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,6:12 pm,LOVE AND THEFT,Angel Eyes,2011,G,c-,duo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,6:15 pm,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,6:19 pm,"COMBS, LUKE",The Kind Of Love We Make,2022,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,6:22 pm,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,6:35 pm,"TENPENNY, MITCHELL",Truth About You,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,6:39 pm,"RHETT, THOMAS",Remember You Young,2019,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,6:42 pm,"BENTLEY, DIERKS/BRELAND/HARDY",Beers On Me,2021,R,c-,collab,men,multiethnic,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,6:45 pm,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,6:48 pm,"BARRETT, GABBY",I Hope f/Charlie Puth,2019,G,c-,solo,women,white,X
29/7/2022,"Friday, regular",PMD,Cumulus,WKDF-FM,6:55 pm,"CHURCH, ERIC",Talladega,2014,G,c-,solo,men,white,X
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,7:00 pm,"RODGERS, JAMESON",Cold Beer Calling...f/L. Combs,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,7:03 pm,"HOUSER, RANDY",Runnin' Outta Moonlight,2013,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,7:07 pm,"WALLEN, MORGAN",Sand In My Boots,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,7:17 pm,"DEAN, JACKSON",Don't Come Lookin',2021,C,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,7:20 pm,"HUNT, SAM",23,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,7:23 pm,"CHESNEY, KENNY",Everyone She Knows,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,7:27 pm,"COMBS, LUKE",When It Rains It Pours,2017,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,7:31 pm,"MCCREERY, SCOTTY",Damn Strait,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,7:34 pm,"BARRETT, GABBY",The Good Ones,2019,R,c-,solo,women,white,X
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,7:38 pm,"DICKERSON, RUSSELL",She Likes It f/Jake Scott,2021,R,c-,solo,men,white,X
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,7:49 pm,"JOHNSON, CODY",Til You Can't,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,7:53 pm,"TENPENNY, MITCHELL",Truth About You,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,7:56 pm,"MCGRAW, TIM",The Cowboy In Me (2021),2021,C,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,8:00 pm,"WALLEN, MORGAN",Wasted On You,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,8:03 pm,"DAVIS, JORDAN",Buy Dirt f/Luke Bryan,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,8:05 pm,"GREEN, RILEY",There Was This Girl,2018,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,8:11 pm,"EDEN, BROOKE",Left You For Me,2022,C,c-,solo,women,white,X
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,8:23 pm,"MOORE, JUSTIN",With A Woman You Love,2021,R,c-,solo,men,white,X
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,8:26 pm,"COMBS, LUKE",Cold As You,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,8:28 pm,"BROWN, KANE",Like I Love Country Music,2022,R,c-,solo,men,multiethnic,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,8:31 pm,"ZIMMERMAN, BAILEY",Fall In Love,2022,C,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,8:35 pm,"BRICE, LEE",One Of Them Girls,2020,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,8:38 pm,"PARDI, JON",Last Night Lonely,2022,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,8:49 pm,"STAPLETON, CHRIS",You Should Probably Leave,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,8:53 pm,ERNEST,Flower Shops f/Morgan Wallen,2022,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,8:56 pm,"HUNT, SAM",Breaking Up Was Easy In The...,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,9:00 pm,"BRYAN, LUKE",Waves,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,9:04 pm,"DENNING, TRAVIS",After A Few,2018,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,9:07 pm,"OWEN, JAKE",Best Thing Since Backroads,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,9:18 pm,PARMALEE,Take My Name,2021,R,c-,group,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,9:20 pm,"YOUNG, BRETT",Lady,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,9:23 pm,"HUBBARD, TYLER",5 Foot 9,2022,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,9:26 pm,"LYNCH, DUSTIN",Thinking 'Bout You f/M. Porter,2020,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,9:29 pm,"YOUNG, CHRIS",At The End Of A Bar w/Tenpenny,2021,R,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,9:32 pm,"BENTLEY, DIERKS",Somewhere On A Beach,2016,G,c-,solo,men,white,B2Bman
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,9:35 pm,"LAMBERT, MIRANDA",Settling Down,2019,R,c-,solo,women,white,X
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,9:38 pm,"HAYES, WALKER",Y'all Life,2022,C,c-,solo,men,white,X
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,9:50 pm,"BALLERINI, KELSEA",Hole In The Bottle,2020,R,c-,solo,women,white,X
29/7/2022,"Friday, regular",EVE,Cumulus,WKDF-FM,9:52 pm,JELLY ROLL,Son Of A Sinner,2021,C,c-,solo,men,white,X
